Date,DBO,GLD,SHY,SPY,TLT
2018-01-03,0.021360089909272986,-0.0026403330092135157,0.0,0.006304898510525072,0.004770031440972717
2018-01-04,0.0019193099282535683,0.005114278310262769,-0.0004776084114228926,0.004206308353539422,-0.00015899267803088187
2018-01-05,-0.0048053493458564776,-0.001036702137934486,0.0,0.006642207300177556,-0.0028589773807004885
2018-01-08,0.005763773575245171,-0.0001596255390370604,0.0,0.0018268853123005455,-0.0006370340350992824
2018-01-09,0.017094342501098456,-0.004639219643041588,-0.00035809690381137434,0.002260437018533974,-0.013462800339272746
2018-01-10,0.006569787823391439,0.002402270692406848,0.0003580969038112772,-0.0015307033550862983,-0.0012105925898600095
2018-01-11,0.0018690849228279384,0.003273877321212141,-0.00035809690381137434,0.007269492550192344,0.004110911171048086
2018-01-12,0.013908404918432872,0.012044492942167013,-0.00011911766480846505,0.006497915960271487,0.0016877511821062766
2018-01-16,-0.00832173136144929,0.001652690627169873,-0.00011996136988700817,-0.0034239543173192714,0.004167569437896942
2018-01-17,0.0,-0.008132363237354055,-0.0003577922204983531,0.009485909324193464,-0.0013608442442802245
2018-01-18,-0.0018587587944934307,-0.002222213448585594,-0.00023932554503605413,-0.0016818002953824635,-0.009332682020764515
2018-01-19,-0.0027946323861351733,0.0044394996120163946,0.00035870755708828863,0.004539329411659931,-0.005268217303258637
2018-01-22,0.004653391180628603,0.0018177059354296304,-0.00047823616627872315,0.008097946904413766,0.0009747521261477658
2018-01-23,0.013831358333139955,0.004961985943158681,0.0005973965245790444,0.0021201715477207872,0.0042934651771107555
2018-01-24,0.019946223118294318,0.012104345577545294,-0.0002385423703526077,-0.0003883828072145832,-0.005430534748136384
2018-01-25,-0.011738144172575257,-0.006697849027902464,-0.00023932554503605413,0.00042349157616834525,0.008174962862274088
2018-01-26,0.013531981167417032,0.0007811756386790387,-0.0005973707149259312,0.011511661625238149,-0.0037150021200846126
2018-01-29,-0.009000975469063898,-0.005637857183470335,-0.0003592584363135963,-0.006652171798415132,-0.006983176663503167
2018-01-30,-0.017328313926423044,-0.004328123373076199,0.00011973254070090791,-0.010310069273814415,-0.005883336572131682
2018-01-31,0.00824558447540824,0.00668108957049156,0.0,0.0004968575164197187,0.0058833365721316306
2018-02-01,0.018083704920078606,0.0032848909860550284,-0.00040712836623706876,-0.0011357867056893446,-0.014598848373914038
2018-02-02,-0.014440764188766397,-0.013204686797240324,0.00011987082219345317,-0.02201043142320437,-0.009322271371999123
2018-02-05,-0.01927534403819392,0.0025286437555192493,0.0017948886412238157,-0.04272250385908592,0.009405660557746021
2018-02-06,-0.006508701399944415,-0.01055189964568088,-0.0007177349175912318,0.019510902364132682,-0.006232782159681516
2018-02-07,-0.0216886996874259,-0.004716772083453344,-0.0007178351083190508,-0.005439735261848659,-0.009548539827775187
2018-02-08,-0.020222204956516294,0.001521419504394612,0.0001195019438656875,-0.03823034706434878,-0.0010948413518522473
2018-02-09,-0.020639597647613257,-0.0016817358427458674,0.0008376699568114865,0.014909904468893712,-0.006339120299835568
2018-02-12,0.003964373943706663,0.0047973715177869495,-0.0004784195376065186,0.014577387078763956,0.004399475585012076
2018-02-13,0.0039486176143935054,0.005647253596785453,0.0,0.0024844959439981893,0.004464190416927619
2018-02-14,0.017578586935220485,0.0169088525197643,-0.0014365295291474708,0.01340576375328671,-0.01115537288536934
2018-02-15,0.0019341597100833213,0.0011691607653979673,-0.00036007885949675475,0.012679586137658719,0.0033937369750291864
2018-02-16,0.006740598008946335,-0.0032769459911664296,0.00023982444591347208,0.00029300876803555923,0.005406075035724169
2018-02-20,0.010501415540803917,-0.013532867750937797,-0.00011985305593119161,-0.006280783305300297,-0.004390034812890063
2018-02-21,-0.0019012625293128448,-0.004604964057785746,0.00011985305593121049,-0.004987000897580346,-0.012344731706555038
2018-02-22,0.01323276809911448,0.005080177401414419,0.00012025441358328926,0.0012954257921895306,0.0029937078444865874
2018-02-23,0.016760176405329816,-0.0012676571223934087,0.0002397381160948286,0.01581339834350901,0.008843209486710404
2018-02-26,0.008275818077038314,0.0024545525850455277,0.00011927609812559271,0.011545474227541685,0.00033823934056704803
2018-02-27,-0.011976048113824174,-0.010493774054732095,-0.0007190930737171992,-0.012564968387259165,-0.0014395556290751265
2018-02-28,-0.02819740108737024,-0.0010394376248337527,0.00023982444591347208,-0.010181858511541936,0.006335676207069593
2018-03-01,0.0,-0.0022425027652310265,0.0013906168235829366,-0.014647381741533605,0.006803010858399622
2018-03-02,0.004755079086190163,0.005357640797750738,-0.00047966272532509643,0.0051418177606119345,-0.00816241561099385
2018-03-05,0.011320913443386066,-0.0016761714003699012,0.0,0.011491706983381651,-0.002707666148664835
2018-03-06,0.0009376577834021696,0.010726720619181963,-0.0002389828130179584,0.002531709650445906,0.0009313817257718109
2018-03-07,-0.014157929836822087,-0.006422202914569186,0.0,-0.00036655191729973146,-0.0011006917228206453
2018-03-08,-0.004764041851158095,-0.002389131123572836,0.00023898281301782545,0.0048272402801602275,0.005745470503235098
2018-03-09,0.019858654052626077,0.000956349666608725,-0.0004790617295961273,0.017252686811512777,-0.006593217566675461
2018-03-12,-0.0018743401480481577,0.0,0.00047906172959608475,-0.0012553220065254368,0.00575071050404556
2018-03-13,-0.00375944796472457,0.001909899228192024,0.00024037923756237018,-0.006484178430737445,0.005046476071774611
2018-03-14,0.0009412853286797725,-0.0006362480921955626,-0.00012033814930611989,-0.0051444996559335135,0.008770983344556204
